Species 1,Species 2,Mole frac species 1,Mole frac species 2,deltaH,Temp (K)
CsF,KF,0,1,0,1200
CsF,LiF,1,0,0,1200
CsF,LiF,0.99,0.01,-123.91,1200
CsF,LiF,0.98,0.02,-246.63,1200
CsF,LiF,0.97,0.03,-368.14,1200
CsF,LiF,0.96,0.04,-488.42,1200
CsF,LiF,0.95,0.05,-607.43,1200
CsF,LiF,0.94,0.06,-725.17,1200
CsF,LiF,0.93,0.07,-841.59,1200
CsF,LiF,0.92,0.08,-956.69,1200
CsF,LiF,0.91,0.09,-1070.42,1200
CsF,LiF,0.9,0.1,-1182.77,1200
CsF,LiF,0.89,0.11,-1293.71,1200
CsF,LiF,0.88,0.12,-1403.2,1200
CsF,LiF,0.87,0.13,-1511.22,1200
CsF,LiF,0.86,0.14,-1617.74,1200
CsF,LiF,0.85,0.15,-1722.72,1200
CsF,LiF,0.84,0.16,-1826.14,1200
CsF,LiF,0.83,0.17,-1927.95,1200
CsF,LiF,0.82,0.18,-2028.13,1200
CsF,LiF,0.81,0.19,-2126.64,1200
CsF,LiF,0.8,0.2,-2223.44,1200
CsF,LiF,0.79,0.21,-2318.49,1200
CsF,LiF,0.78,0.22,-2411.76,1200
CsF,LiF,0.77,0.23,-2503.19,1200
CsF,LiF,0.76,0.24,-2592.76,1200
CsF,LiF,0.75,0.25,-2680.42,1200
CsF,LiF,0.74,0.26,-2766.11,1200
CsF,LiF,0.73,0.27,-2849.79,1200
CsF,LiF,0.72,0.28,-2931.42,1200
CsF,LiF,0.71,0.29,-3010.94,1200
CsF,LiF,0.7,0.3,-3088.3,1200
CsF,LiF,0.69,0.31,-3163.45,1200
CsF,LiF,0.68,0.32,-3236.33,1200
CsF,LiF,0.67,0.33,-3306.88,1200
CsF,LiF,0.66,0.34,-3375.04,1200
CsF,LiF,0.65,0.35,-3440.74,1200
CsF,LiF,0.64,0.36,-3503.93,1200
CsF,LiF,0.63,0.37,-3564.54,1200
CsF,LiF,0.62,0.38,-3622.49,1200
CsF,LiF,0.61,0.39,-3677.71,1200
CsF,LiF,0.6,0.4,-3730.14,1200
CsF,LiF,0.59,0.41,-3779.7,1200
CsF,LiF,0.58,0.42,-3826.29,1200
CsF,LiF,0.57,0.43,-3869.86,1200
CsF,LiF,0.56,0.44,-3910.31,1200
CsF,LiF,0.55,0.45,-3947.56,1200
CsF,LiF,0.54,0.46,-3981.52,1200
CsF,LiF,0.53,0.47,-4012.11,1200
CsF,LiF,0.52,0.48,-4039.23,1200
CsF,LiF,0.51,0.49,-4062.81,1200
CsF,LiF,0.5,0.5,-4082.74,1200
CsF,LiF,0.49,0.51,-4098.94,1200
CsF,LiF,0.48,0.52,-4111.33,1200
CsF,LiF,0.47,0.53,-4119.81,1200
CsF,LiF,0.46,0.54,-4124.31,1200
CsF,LiF,0.45,0.55,-4124.74,1200
CsF,LiF,0.44,0.56,-4121.03,1200
CsF,LiF,0.43,0.57,-4113.11,1200
CsF,LiF,0.42,0.58,-4100.91,1200
CsF,LiF,0.41,0.59,-4084.39,1200
CsF,LiF,0.4,0.6,-4063.48,1200
CsF,LiF,0.39,0.61,-4038.16,1200
CsF,LiF,0.38,0.62,-4008.4,1200
CsF,LiF,0.37,0.63,-3974.17,1200
CsF,LiF,0.36,0.64,-3935.48,1200
CsF,LiF,0.35,0.65,-3892.33,1200
CsF,LiF,0.34,0.66,-3844.73,1200
CsF,LiF,0.33,0.67,-3792.72,1200
CsF,LiF,0.32,0.68,-3736.33,1200
CsF,LiF,0.31,0.69,-3675.61,1200
CsF,LiF,0.3,0.7,-3610.62,1200
CsF,LiF,0.29,0.71,-3541.41,1200
CsF,LiF,0.28,0.72,-3468.06,1200
CsF,LiF,0.27,0.73,-3390.63,1200
CsF,LiF,0.26,0.74,-3309.2,1200
CsF,LiF,0.25,0.75,-3223.85,1200
CsF,LiF,0.24,0.76,-3134.65,1200
CsF,LiF,0.23,0.77,-3041.67,1200
CsF,LiF,0.22,0.78,-2945,1200
CsF,LiF,0.21,0.79,-2844.69,1200
CsF,LiF,0.2,0.8,-2740.82,1200
CsF,LiF,0.19,0.81,-2633.46,1200
CsF,LiF,0.18,0.82,-2522.66,1200
CsF,LiF,0.17,0.83,-2408.48,1200
CsF,LiF,0.16,0.84,-2290.97,1200
CsF,LiF,0.15,0.85,-2170.2,1200
CsF,LiF,0.14,0.86,-2046.21,1200
CsF,LiF,0.13,0.87,-1919.05,1200
CsF,LiF,0.12,0.88,-1788.77,1200
CsF,LiF,0.11,0.89,-1655.42,1200
CsF,LiF,0.1,0.9,-1519.04,1200
CsF,LiF,0.09,0.91,-1379.68,1200
CsF,LiF,0.08,0.92,-1237.39,1200
CsF,LiF,0.07,0.93,-1092.23,1200
CsF,LiF,0.06,0.94,-944.24,1200
CsF,LiF,0.05,0.95,-793.47,1200
CsF,LiF,0.04,0.96,-639.98,1200
CsF,LiF,0.03,0.97,-483.83,1200
CsF,LiF,0.02,0.98,-325.08,1200
CsF,LiF,0.01,0.99,-163.78,1200
CsF,LiF,0,1,0,1200
CsF,NaF,1,0,0,1200
CsF,NaF,0.99,0.01,5.94,1200
CsF,NaF,0.98,0.02,11.76,1200
CsF,NaF,0.97,0.03,17.46,1200
CsF,NaF,0.96,0.04,23.04,1200
CsF,NaF,0.95,0.05,28.5,1200
CsF,NaF,0.94,0.06,33.83,1200
CsF,NaF,0.93,0.07,39.04,1200
CsF,NaF,0.92,0.08,44.12,1200
CsF,NaF,0.91,0.09,49.08,1200
CsF,NaF,0.9,0.1,53.91,1200
CsF,NaF,0.89,0.11,58.62,1200
CsF,NaF,0.88,0.12,63.2,1200
CsF,NaF,0.87,0.13,67.65,1200
CsF,NaF,0.86,0.14,71.98,1200
CsF,NaF,0.85,0.15,76.18,1200
CsF,NaF,0.84,0.16,80.25,1200
CsF,NaF,0.83,0.17,84.2,1200
CsF,NaF,0.82,0.18,88.02,1200
CsF,NaF,0.81,0.19,91.72,1200
CsF,NaF,0.8,0.2,95.28,1200
CsF,NaF,0.79,0.21,98.73,1200
CsF,NaF,0.78,0.22,102.05,1200
CsF,NaF,0.77,0.23,105.24,1200
CsF,NaF,0.76,0.24,108.31,1200
CsF,NaF,0.75,0.25,111.25,1200
CsF,NaF,0.74,0.26,114.08,1200
CsF,NaF,0.73,0.27,116.78,1200
CsF,NaF,0.72,0.28,119.35,1200
CsF,NaF,0.71,0.29,121.81,1200
CsF,NaF,0.7,0.3,124.14,1200
CsF,NaF,0.69,0.31,126.36,1200
CsF,NaF,0.68,0.32,128.45,1200
CsF,NaF,0.67,0.33,130.42,1200
CsF,NaF,0.66,0.34,132.28,1200
CsF,NaF,0.65,0.35,134.01,1200
CsF,NaF,0.64,0.36,135.63,1200
CsF,NaF,0.63,0.37,137.13,1200
CsF,NaF,0.62,0.38,138.52,1200
CsF,NaF,0.61,0.39,139.78,1200
CsF,NaF,0.6,0.4,140.93,1200
CsF,NaF,0.59,0.41,141.97,1200
CsF,NaF,0.58,0.42,142.89,1200
CsF,NaF,0.57,0.43,143.7,1200
CsF,NaF,0.56,0.44,144.39,1200
CsF,NaF,0.55,0.45,144.96,1200
CsF,NaF,0.54,0.46,145.43,1200
CsF,NaF,0.53,0.47,145.78,1200
CsF,NaF,0.52,0.48,146.01,1200
CsF,NaF,0.51,0.49,146.14,1200
CsF,NaF,0.5,0.5,146.15,1200
CsF,NaF,0.49,0.51,146.05,1200
CsF,NaF,0.48,0.52,145.84,1200
CsF,NaF,0.47,0.53,145.51,1200
CsF,NaF,0.46,0.54,145.08,1200
CsF,NaF,0.45,0.55,144.53,1200
CsF,NaF,0.44,0.56,143.87,1200
CsF,NaF,0.43,0.57,143.1,1200
CsF,NaF,0.42,0.58,142.21,1200
CsF,NaF,0.41,0.59,141.22,1200
CsF,NaF,0.4,0.6,140.11,1200
CsF,NaF,0.39,0.61,138.89,1200
CsF,NaF,0.38,0.62,137.56,1200
CsF,NaF,0.37,0.63,136.12,1200
CsF,NaF,0.36,0.64,134.57,1200
CsF,NaF,0.35,0.65,132.9,1200
CsF,NaF,0.34,0.66,131.12,1200
CsF,NaF,0.33,0.67,129.23,1200
CsF,NaF,0.32,0.68,127.22,1200
CsF,NaF,0.31,0.69,125.1,1200
CsF,NaF,0.3,0.7,122.87,1200
CsF,NaF,0.29,0.71,120.52,1200
CsF,NaF,0.28,0.72,118.05,1200
CsF,NaF,0.27,0.73,115.48,1200
CsF,NaF,0.26,0.74,112.78,1200
CsF,NaF,0.25,0.75,109.97,1200
CsF,NaF,0.24,0.76,107.04,1200
CsF,NaF,0.23,0.77,104,1200
CsF,NaF,0.22,0.78,100.83,1200
CsF,NaF,0.21,0.79,97.55,1200
CsF,NaF,0.2,0.8,94.15,1200
CsF,NaF,0.19,0.81,90.63,1200
CsF,NaF,0.18,0.82,86.99,1200
CsF,NaF,0.17,0.83,83.23,1200
CsF,NaF,0.16,0.84,79.34,1200
CsF,NaF,0.15,0.85,75.33,1200
CsF,NaF,0.14,0.86,71.2,1200
CsF,NaF,0.13,0.87,66.95,1200
CsF,NaF,0.12,0.88,62.57,1200
CsF,NaF,0.11,0.89,58.06,1200
CsF,NaF,0.1,0.9,53.43,1200
CsF,NaF,0.09,0.91,48.67,1200
CsF,NaF,0.08,0.92,43.78,1200
CsF,NaF,0.07,0.93,38.76,1200
CsF,NaF,0.06,0.94,33.62,1200
CsF,NaF,0.05,0.95,28.34,1200
CsF,NaF,0.04,0.96,22.94,1200
CsF,NaF,0.03,0.97,17.4,1200
CsF,NaF,0.02,0.98,11.73,1200
CsF,NaF,0.01,0.99,5.93,1200
CsF,NaF,0,1,0,1200
CsF,PuF3,1,0,0,1200
CsF,PuF3,0.99,0.01,-1094.71,1200
CsF,PuF3,0.98,0.02,-2188.76,1200
CsF,PuF3,0.97,0.03,-3282.08,1200
CsF,PuF3,0.96,0.04,-4374.54,1200
CsF,PuF3,0.95,0.05,-5465.99,1200
CsF,PuF3,0.94,0.06,-6556.25,1200
CsF,PuF3,0.93,0.07,-7645.09,1200
CsF,PuF3,0.92,0.08,-8732.21,1200
CsF,PuF3,0.91,0.09,-9817.24,1200
CsF,PuF3,0.9,0.1,-10899.67,1200
CsF,PuF3,0.89,0.11,-11978.82,1200
CsF,PuF3,0.88,0.12,-13053.77,1200
CsF,PuF3,0.87,0.13,-14123.23,1200
CsF,PuF3,0.86,0.14,-15185.36,1200
CsF,PuF3,0.85,0.15,-16237.54,1200
CsF,PuF3,0.84,0.16,-17275.86,1200
CsF,PuF3,0.83,0.17,-18294.52,1200
CsF,PuF3,0.82,0.18,-19284.88,1200
CsF,PuF3,0.81,0.19,-20234.3,1200
CsF,PuF3,0.8,0.2,-21125.39,1200
CsF,PuF3,0.79,0.21,-21937.08,1200
CsF,PuF3,0.78,0.22,-22649.18,1200
CsF,PuF3,0.77,0.23,-23249.69,1200
CsF,PuF3,0.76,0.24,-23739.28,1200
CsF,PuF3,0.75,0.25,-24129.02,1200
CsF,PuF3,0.74,0.26,-24434.34,1200
CsF,PuF3,0.73,0.27,-24670.14,1200
CsF,PuF3,0.72,0.28,-24848.76,1200
CsF,PuF3,0.71,0.29,-24979.75,1200
CsF,PuF3,0.7,0.3,-25070.31,1200
CsF,PuF3,0.69,0.31,-25125.87,1200
CsF,PuF3,0.68,0.32,-25150.57,1200
CsF,PuF3,0.67,0.33,-25147.65,1200
CsF,PuF3,0.66,0.34,-25119.64,1200
CsF,PuF3,0.65,0.35,-25068.63,1200
CsF,PuF3,0.64,0.36,-24996.31,1200
CsF,PuF3,0.63,0.37,-24904.14,1200
CsF,PuF3,0.62,0.38,-24793.33,1200
CsF,PuF3,0.61,0.39,-24664.97,1200
CsF,PuF3,0.6,0.4,-24519.98,1200
CsF,PuF3,0.59,0.41,-24359.23,1200
CsF,PuF3,0.58,0.42,-24183.45,1200
CsF,PuF3,0.57,0.43,-23993.34,1200
CsF,PuF3,0.56,0.44,-23789.52,1200
CsF,PuF3,0.55,0.45,-23572.58,1200
CsF,PuF3,0.54,0.46,-23343.05,1200
CsF,PuF3,0.53,0.47,-23101.41,1200
CsF,PuF3,0.52,0.48,-22848.15,1200
CsF,PuF3,0.51,0.49,-22583.69,1200
CsF,PuF3,0.5,0.5,-22308.45,1200
CsF,PuF3,0.49,0.51,-22022.8,1200
CsF,PuF3,0.48,0.52,-21727.11,1200
CsF,PuF3,0.47,0.53,-21421.72,1200
CsF,PuF3,0.46,0.54,-21106.97,1200
CsF,PuF3,0.45,0.55,-20783.15,1200
CsF,PuF3,0.44,0.56,-20450.57,1200
CsF,PuF3,0.43,0.57,-20109.5,1200
CsF,PuF3,0.42,0.58,-19760.21,1200
CsF,PuF3,0.41,0.59,-19402.95,1200
CsF,PuF3,0.4,0.6,-19037.97,1200
CsF,PuF3,0.39,0.61,-18665.51,1200
CsF,PuF3,0.38,0.62,-18285.77,1200
CsF,PuF3,0.37,0.63,-17898.99,1200
CsF,PuF3,0.36,0.64,-17505.35,1200
CsF,PuF3,0.35,0.65,-17105.06,1200
CsF,PuF3,0.34,0.66,-16698.31,1200
CsF,PuF3,0.33,0.67,-16285.27,1200
CsF,PuF3,0.32,0.68,-15866.12,1200
CsF,PuF3,0.31,0.69,-15441.02,1200
CsF,PuF3,0.3,0.7,-15010.15,1200
CsF,PuF3,0.29,0.71,-14573.64,1200
CsF,PuF3,0.28,0.72,-14131.66,1200
CsF,PuF3,0.27,0.73,-13684.34,1200
CsF,PuF3,0.26,0.74,-13231.82,1200
CsF,PuF3,0.25,0.75,-12774.23,1200
CsF,PuF3,0.24,0.76,-12311.72,1200
CsF,PuF3,0.23,0.77,-11844.39,1200
CsF,PuF3,0.22,0.78,-11372.36,1200
CsF,PuF3,0.21,0.79,-10895.77,1200
CsF,PuF3,0.2,0.8,-10414.7,1200
CsF,PuF3,0.19,0.81,-9929.29,1200
CsF,PuF3,0.18,0.82,-9439.62,1200
CsF,PuF3,0.17,0.83,-8945.8,1200
CsF,PuF3,0.16,0.84,-8447.93,1200
CsF,PuF3,0.15,0.85,-7946.1,1200
CsF,PuF3,0.14,0.86,-7440.4,1200
CsF,PuF3,0.13,0.87,-6930.93,1200
CsF,PuF3,0.12,0.88,-6417.77,1200
CsF,PuF3,0.11,0.89,-5901.01,1200
CsF,PuF3,0.1,0.9,-5380.71,1200
CsF,PuF3,0.09,0.91,-4856.97,1200
CsF,PuF3,0.08,0.92,-4329.86,1200
CsF,PuF3,0.07,0.93,-3799.45,1200
CsF,PuF3,0.06,0.94,-3265.81,1200
CsF,PuF3,0.05,0.95,-2729.02,1200
CsF,PuF3,0.04,0.96,-2189.14,1200
CsF,PuF3,0.03,0.97,-1646.23,1200
CsF,PuF3,0.02,0.98,-1100.36,1200
CsF,PuF3,0.01,0.99,-551.6,1200
CsF,PuF3,0,1,0,1200
CsF,ThF4,1,0,0,1200
CsF,ThF4,0.99,0.01,-1480.6,1200
CsF,ThF4,0.98,0.02,-2948.29,1200
CsF,ThF4,0.97,0.03,-4402.65,1200
CsF,ThF4,0.96,0.04,-5843.22,1200
CsF,ThF4,0.95,0.05,-7269.51,1200
CsF,ThF4,0.94,0.06,-8681,1200
CsF,ThF4,0.93,0.07,-10077.14,1200
CsF,ThF4,0.92,0.08,-11457.34,1200
CsF,ThF4,0.91,0.09,-12820.96,1200
CsF,ThF4,0.9,0.1,-14167.31,1200
CsF,ThF4,0.89,0.11,-15495.63,1200
CsF,ThF4,0.88,0.12,-16805.08,1200
CsF,ThF4,0.87,0.13,-18094.74,1200
CsF,ThF4,0.86,0.14,-19363.55,1200
CsF,ThF4,0.85,0.15,-20610.31,1200
CsF,ThF4,0.84,0.16,-21833.65,1200
CsF,ThF4,0.83,0.17,-23031.93,1200
CsF,ThF4,0.82,0.18,-24203.2,1200
CsF,ThF4,0.81,0.19,-25345.06,1200
CsF,ThF4,0.8,0.2,-26454.54,1200
CsF,ThF4,0.79,0.21,-27527.87,1200
CsF,ThF4,0.78,0.22,-28560.22,1200
CsF,ThF4,0.77,0.23,-29545.28,1200
CsF,ThF4,0.76,0.24,-30474.86,1200
CsF,ThF4,0.75,0.25,-31338.42,1200
CsF,ThF4,0.74,0.26,-32122.8,1200
CsF,ThF4,0.73,0.27,-32812.6,1200
CsF,ThF4,0.72,0.28,-33391.74,1200
CsF,ThF4,0.71,0.29,-33846.44,1200
CsF,ThF4,0.7,0.3,-34168.97,1200
CsF,ThF4,0.69,0.31,-34360.19,1200
CsF,ThF4,0.68,0.32,-34429.29,1200
CsF,ThF4,0.67,0.33,-34391.02,1200
CsF,ThF4,0.66,0.34,-34262.14,1200
CsF,ThF4,0.65,0.35,-34058.74,1200
CsF,ThF4,0.64,0.36,-33794.89,1200
CsF,ThF4,0.63,0.37,-33482.21,1200
CsF,ThF4,0.62,0.38,-33130.04,1200
CsF,ThF4,0.61,0.39,-32745.78,1200
CsF,ThF4,0.6,0.4,-32335.27,1200
CsF,ThF4,0.59,0.41,-31903.14,1200
CsF,ThF4,0.58,0.42,-31453.06,1200
CsF,ThF4,0.57,0.43,-30987.96,1200
CsF,ThF4,0.56,0.44,-30510.23,1200
CsF,ThF4,0.55,0.45,-30021.79,1200
CsF,ThF4,0.54,0.46,-29524.23,1200
CsF,ThF4,0.53,0.47,-29018.85,1200
CsF,ThF4,0.52,0.48,-28506.76,1200
CsF,ThF4,0.51,0.49,-27988.86,1200
CsF,ThF4,0.5,0.5,-27465.93,1200
CsF,ThF4,0.49,0.51,-26938.63,1200
CsF,ThF4,0.48,0.52,-26407.53,1200
CsF,ThF4,0.47,0.53,-25873.1,1200
CsF,ThF4,0.46,0.54,-25335.77,1200
CsF,ThF4,0.45,0.55,-24795.91,1200
CsF,ThF4,0.44,0.56,-24253.83,1200
CsF,ThF4,0.43,0.57,-23709.81,1200
CsF,ThF4,0.42,0.58,-23164.1,1200
CsF,ThF4,0.41,0.59,-22616.92,1200
CsF,ThF4,0.4,0.6,-22068.45,1200
CsF,ThF4,0.39,0.61,-21518.87,1200
CsF,ThF4,0.38,0.62,-20968.33,1200
CsF,ThF4,0.37,0.63,-20416.97,1200
CsF,ThF4,0.36,0.64,-19864.91,1200
CsF,ThF4,0.35,0.65,-19312.26,1200
CsF,ThF4,0.34,0.66,-18759.12,1200
CsF,ThF4,0.33,0.67,-18205.58,1200
CsF,ThF4,0.32,0.68,-17651.71,1200
CsF,ThF4,0.31,0.69,-17097.6,1200
CsF,ThF4,0.3,0.7,-16543.3,1200
CsF,ThF4,0.29,0.71,-15988.88,1200
CsF,ThF4,0.28,0.72,-15434.39,1200
CsF,ThF4,0.27,0.73,-14879.87,1200
CsF,ThF4,0.26,0.74,-14325.39,1200
CsF,ThF4,0.25,0.75,-13770.96,1200
CsF,ThF4,0.24,0.76,-13216.65,1200
CsF,ThF4,0.23,0.77,-12662.46,1200
CsF,ThF4,0.22,0.78,-12108.45,1200
CsF,ThF4,0.21,0.79,-11554.63,1200
CsF,ThF4,0.2,0.8,-11001.03,1200
CsF,ThF4,0.19,0.81,-10447.68,1200
CsF,ThF4,0.18,0.82,-9894.59,1200
CsF,ThF4,0.17,0.83,-9341.78,1200
CsF,ThF4,0.16,0.84,-8789.28,1200
CsF,ThF4,0.15,0.85,-8237.1,1200
CsF,ThF4,0.14,0.86,-7685.26,1200
CsF,ThF4,0.13,0.87,-7133.76,1200
CsF,ThF4,0.12,0.88,-6582.62,1200
CsF,ThF4,0.11,0.89,-6031.85,1200
CsF,ThF4,0.1,0.9,-5481.45,1200
CsF,ThF4,0.09,0.91,-4931.45,1200
CsF,ThF4,0.08,0.92,-4381.85,1200
CsF,ThF4,0.07,0.93,-3832.65,1200
CsF,ThF4,0.06,0.94,-3283.85,1200
CsF,ThF4,0.05,0.95,-2735.48,1200
CsF,ThF4,0.04,0.96,-2187.52,1200
CsF,ThF4,0.03,0.97,-1640,1200
CsF,ThF4,0.02,0.98,-1092.9,1200
CsF,ThF4,0.01,0.99,-546.23,1200
CsF,ThF4,0,1,0,1200
CsF,UF3,1,0,0,1200
CsF,UF3,0.99,0.01,-1019.65,1200
CsF,UF3,0.98,0.02,-2038.55,1200
CsF,UF3,0.97,0.03,-3056.61,1200
CsF,UF3,0.96,0.04,-4073.74,1200
CsF,UF3,0.95,0.05,-5089.78,1200
CsF,UF3,0.94,0.06,-6104.6,1200
CsF,UF3,0.93,0.07,-7117.99,1200
CsF,UF3,0.92,0.08,-8129.69,1200
CsF,UF3,0.91,0.09,-9139.37,1200
CsF,UF3,0.9,0.1,-10146.61,1200
CsF,UF3,0.89,0.11,-11150.83,1200
CsF,UF3,0.88,0.12,-12151.22,1200
CsF,UF3,0.87,0.13,-13146.7,1200
CsF,UF3,0.86,0.14,-14135.69,1200
CsF,UF3,0.85,0.15,-15115.9,1200
CsF,UF3,0.84,0.16,-16083.91,1200
CsF,UF3,0.83,0.17,-17034.51,1200
CsF,UF3,0.82,0.18,-17959.69,1200
CsF,UF3,0.81,0.19,-18847.14,1200
CsF,UF3,0.8,0.2,-19678.71,1200
CsF,UF3,0.79,0.21,-20430.21,1200
CsF,UF3,0.78,0.22,-21075.59,1200
CsF,UF3,0.77,0.23,-21596.74,1200
CsF,UF3,0.76,0.24,-21992.33,1200
CsF,UF3,0.75,0.25,-22276.53,1200
CsF,UF3,0.74,0.26,-22470.17,1200
CsF,UF3,0.73,0.27,-22593.07,1200
CsF,UF3,0.72,0.28,-22661.03,1200
CsF,UF3,0.71,0.29,-22685.7,1200
CsF,UF3,0.7,0.3,-22675.53,1200
CsF,UF3,0.69,0.31,-22636.6,1200
CsF,UF3,0.68,0.32,-22573.35,1200
CsF,UF3,0.67,0.33,-22489.11,1200
CsF,UF3,0.66,0.34,-22386.39,1200
CsF,UF3,0.65,0.35,-22267.15,1200
CsF,UF3,0.64,0.36,-22132.95,1200
CsF,UF3,0.63,0.37,-21985.05,1200
CsF,UF3,0.62,0.38,-21824.46,1200
CsF,UF3,0.61,0.39,-21652.07,1200
CsF,UF3,0.6,0.4,-21468.6,1200
CsF,UF3,0.59,0.41,-21274.68,1200
CsF,UF3,0.58,0.42,-21070.88,1200
CsF,UF3,0.57,0.43,-20857.67,1200
CsF,UF3,0.56,0.44,-20635.5,1200
CsF,UF3,0.55,0.45,-20404.76,1200
CsF,UF3,0.54,0.46,-20165.8,1200
CsF,UF3,0.53,0.47,-19918.96,1200
CsF,UF3,0.52,0.48,-19664.53,1200
CsF,UF3,0.51,0.49,-19402.79,1200
CsF,UF3,0.5,0.5,-19134.01,1200
CsF,UF3,0.49,0.51,-18858.42,1200
CsF,UF3,0.48,0.52,-18576.26,1200
CsF,UF3,0.47,0.53,-18287.74,1200
CsF,UF3,0.46,0.54,-17993.06,1200
CsF,UF3,0.45,0.55,-17692.42,1200
CsF,UF3,0.44,0.56,-17386,1200
CsF,UF3,0.43,0.57,-17073.97,1200
CsF,UF3,0.42,0.58,-16756.5,1200
CsF,UF3,0.41,0.59,-16433.76,1200
CsF,UF3,0.4,0.6,-16105.88,1200
CsF,UF3,0.39,0.61,-15773.02,1200
CsF,UF3,0.38,0.62,-15435.32,1200
CsF,UF3,0.37,0.63,-15092.92,1200
CsF,UF3,0.36,0.64,-14745.93,1200
CsF,UF3,0.35,0.65,-14394.48,1200
CsF,UF3,0.34,0.66,-14038.71,1200
CsF,UF3,0.33,0.67,-13678.71,1200
CsF,UF3,0.32,0.68,-13314.6,1200
CsF,UF3,0.31,0.69,-12946.49,1200
CsF,UF3,0.3,0.7,-12574.48,1200
CsF,UF3,0.29,0.71,-12198.68,1200
CsF,UF3,0.28,0.72,-11819.17,1200
CsF,UF3,0.27,0.73,-11436.05,1200
CsF,UF3,0.26,0.74,-11049.42,1200
CsF,UF3,0.25,0.75,-10659.35,1200
CsF,UF3,0.24,0.76,-10265.94,1200
CsF,UF3,0.23,0.77,-9869.27,1200
CsF,UF3,0.22,0.78,-9469.4,1200
CsF,UF3,0.21,0.79,-9066.43,1200
CsF,UF3,0.2,0.8,-8660.43,1200
CsF,UF3,0.19,0.81,-8251.46,1200
CsF,UF3,0.18,0.82,-7839.6,1200
CsF,UF3,0.17,0.83,-7424.92,1200
CsF,UF3,0.16,0.84,-7007.48,1200
CsF,UF3,0.15,0.85,-6587.34,1200
CsF,UF3,0.14,0.86,-6164.57,1200
CsF,UF3,0.13,0.87,-5739.23,1200
CsF,UF3,0.12,0.88,-5311.37,1200
CsF,UF3,0.11,0.89,-4881.05,1200
CsF,UF3,0.1,0.9,-4448.33,1200
CsF,UF3,0.09,0.91,-4013.26,1200
CsF,UF3,0.08,0.92,-3575.9,1200
CsF,UF3,0.07,0.93,-3136.28,1200
CsF,UF3,0.06,0.94,-2694.47,1200
CsF,UF3,0.05,0.95,-2250.5,1200
CsF,UF3,0.04,0.96,-1804.44,1200
CsF,UF3,0.03,0.97,-1356.31,1200
CsF,UF3,0.02,0.98,-906.16,1200
CsF,UF3,0.01,0.99,-454.05,1200
CsF,UF3,0,1,0,1200
CsF,UF4,1,0,0,1200
CsF,UF4,0.99,0.01,-1838.98,1200
CsF,UF4,0.98,0.02,-3651.02,1200
CsF,UF4,0.97,0.03,-5435.56,1200
CsF,UF4,0.96,0.04,-7192.09,1200
CsF,UF4,0.95,0.05,-8920.21,1200
CsF,UF4,0.94,0.06,-10619.65,1200
CsF,UF4,0.93,0.07,-12290.22,1200
CsF,UF4,0.92,0.08,-13931.9,1200
CsF,UF4,0.91,0.09,-15544.77,1200
CsF,UF4,0.9,0.1,-17129.09,1200
CsF,UF4,0.89,0.11,-18685.18,1200
CsF,UF4,0.88,0.12,-20213.53,1200
CsF,UF4,0.87,0.13,-21714.67,1200
CsF,UF4,0.86,0.14,-23189.22,1200
CsF,UF4,0.85,0.15,-24637.82,1200
CsF,UF4,0.84,0.16,-26061.14,1200
CsF,UF4,0.83,0.17,-27459.85,1200
CsF,UF4,0.82,0.18,-28834.6,1200
CsF,UF4,0.81,0.19,-30186.03,1200
CsF,UF4,0.8,0.2,-31514.74,1200
CsF,UF4,0.79,0.21,-32821.29,1200
CsF,UF4,0.78,0.22,-34106.18,1200
CsF,UF4,0.77,0.23,-35369.81,1200
CsF,UF4,0.76,0.24,-36612.43,1200
CsF,UF4,0.75,0.25,-37834.02,1200
CsF,UF4,0.74,0.26,-39034.21,1200
CsF,UF4,0.73,0.27,-40212.08,1200
CsF,UF4,0.72,0.28,-41365.81,1200
CsF,UF4,0.71,0.29,-42492.27,1200
CsF,UF4,0.7,0.3,-43586.1,1200
CsF,UF4,0.69,0.31,-44638.28,1200
CsF,UF4,0.68,0.32,-45633.56,1200
CsF,UF4,0.67,0.33,-46546.98,1200
CsF,UF4,0.66,0.34,-47341.21,1200
CsF,UF4,0.65,0.35,-47971.26,1200
CsF,UF4,0.64,0.36,-48402.19,1200
CsF,UF4,0.63,0.37,-48628.1,1200
CsF,UF4,0.62,0.38,-48670.95,1200
CsF,UF4,0.61,0.39,-48563.71,1200
CsF,UF4,0.6,0.4,-48337.14,1200
CsF,UF4,0.59,0.41,-48015.49,1200
CsF,UF4,0.58,0.42,-47616.89,1200
CsF,UF4,0.57,0.43,-47154.98,1200
CsF,UF4,0.56,0.44,-46640.31,1200
CsF,UF4,0.55,0.45,-46081.33,1200
CsF,UF4,0.54,0.46,-45484.99,1200
CsF,UF4,0.53,0.47,-44857.06,1200
CsF,UF4,0.52,0.48,-44202.37,1200
CsF,UF4,0.51,0.49,-43524.92,1200
CsF,UF4,0.5,0.5,-42828,1200
CsF,UF4,0.49,0.51,-42114.27,1200
CsF,UF4,0.48,0.52,-41385.89,1200
CsF,UF4,0.47,0.53,-40644.58,1200
CsF,UF4,0.46,0.54,-39891.69,1200
CsF,UF4,0.45,0.55,-39128.31,1200
CsF,UF4,0.44,0.56,-38355.29,1200
