Species 1,Species 2,Mole frac species 1,Mole frac species 2,Temp (K),Author,type,Link
KCl,CsCl,0.015,0.985,909,Lin and Braski (1973),liquidus,Liquidus CsCl KCl Lin Braski.exp
KCl,CsCl,0.02,0.98,911,Lin and Braski (1973),liquidus,Liquidus CsCl KCl Lin Braski.exp
KCl,CsCl,0.03,0.97,907,Lin and Braski (1973),liquidus,Liquidus CsCl KCl Lin Braski.exp
KCl,CsCl,0.04,0.96,903,Lin and Braski (1973),liquidus,Liquidus CsCl KCl Lin Braski.exp
KCl,CsCl,0.05,0.95,908,Lin and Braski (1973),liquidus,Liquidus CsCl KCl Lin Braski.exp
KCl,CsCl,0.07,0.93,900,Lin and Braski (1973),liquidus,Liquidus CsCl KCl Lin Braski.exp
KCl,CsCl,0.1,0.9,896,Lin and Braski (1973),liquidus,Liquidus CsCl KCl Lin Braski.exp
KCl,CsCl,0.15,0.85,889,Lin and Braski (1973),liquidus,Liquidus CsCl KCl Lin Braski.exp
KCl,CsCl,0.2,0.8,884,Lin and Braski (1973),liquidus,Liquidus CsCl KCl Lin Braski.exp
KCl,CsCl,0.25,0.75,881,Lin and Braski (1973),liquidus,Liquidus CsCl KCl Lin Braski.exp
KCl,CsCl,0.3,0.7,878,Lin and Braski (1973),liquidus,Liquidus CsCl KCl Lin Braski.exp
KCl,CsCl,0.35,0.65,873,Lin and Braski (1973),liquidus,Liquidus CsCl KCl Lin Braski.exp
KCl,CsCl,0.4,0.6,875,Lin and Braski (1973),liquidus,Liquidus CsCl KCl Lin Braski.exp
KCl,CsCl,0.45,0.55,878,Lin and Braski (1973),liquidus,Liquidus CsCl KCl Lin Braski.exp
KCl,CsCl,0.5,0.5,879,Lin and Braski (1973),liquidus,Liquidus CsCl KCl Lin Braski.exp
KCl,CsCl,0.6,0.4,943,Lin and Braski (1973),liquidus,Liquidus CsCl KCl Lin Braski.exp
KCl,CsCl,0.7,0.3,977,Lin and Braski (1973),liquidus,Liquidus CsCl KCl Lin Braski.exp
KCl,CsCl,0.8,0.2,1007,Lin and Braski (1973),liquidus,Liquidus CsCl KCl Lin Braski.exp
KCl,CsCl,0.9,0.1,1025,Lin and Braski (1973),liquidus,Liquidus CsCl KCl Lin Braski.exp
KCl,CsCl,1,0,1040,Lin and Braski (1973),liquidus,Liquidus CsCl KCl Lin Braski.exp
CsCl,KCl,0.998275862,0.001724138,925.5773196,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.992241379,0.007758621,918.6745467,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.965517241,0.034482759,916.602915,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.935344828,0.064655172,913.7900818,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.896551724,0.103448276,904.0984714,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.895689655,0.104310345,917.2507999,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.844827586,0.155172414,897.6196232,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.795689655,0.204310345,891.8899751,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.694827586,0.305172414,895.1453964,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.595689655,0.404310345,888.3332741,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.493965517,0.506034483,891.5966939,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.393965517,0.606034483,916.4936011,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.393103448,0.606896552,939.697476,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.293965517,0.706034483,964.5863846,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.193103448,0.806896552,994.9036616,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.193965517,0.806034483,1002.627622,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.092241379,0.907758621,1015.942588,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.054310345,0.945689655,1024.79968,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,-0.006034483,1.006034483,1045.462673,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,1,0,916.4546411,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.99102133,0.00897867,919.5182927,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.980033194,0.019966806,903.3858754,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.960114634,0.039885366,916.677781,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.392762545,0.607237455,922.8979587,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.290508952,0.709491048,936.603578,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.228504986,0.771495014,975.6482494,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.186187997,0.813812003,976.6373022,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.107758517,0.892241483,1006.659882,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.081900815,0.918099185,1015.074068,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.067622269,0.932377731,1011.673897,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0,1,1039.279328,Weyand,liquidus,Liquidus CsCl KCl Weyand (DTA).exp
CsCl,KCl,0.902937045,0.097062955,902.1934121,Weyand,liquidus,Liquidus CsCl KCl Weyand (VP).exp
CsCl,KCl,0.821621514,0.178378486,899.1233068,Weyand,liquidus,Liquidus CsCl KCl Weyand (VP).exp
CsCl,KCl,0.738133038,0.261866962,892.944263,Weyand,liquidus,Liquidus CsCl KCl Weyand (VP).exp
CsCl,KCl,0.658228065,0.341771935,894.5204331,Weyand,liquidus,Liquidus CsCl KCl Weyand (VP).exp
CsCl,KCl,0.393571396,0.606428604,935.3112593,Weyand,liquidus,Liquidus CsCl KCl Weyand (VP).exp
CsCl,KCl,0.29200265,0.70799735,951.3584988,Weyand,liquidus,Liquidus CsCl KCl Weyand (VP).exp
CsCl,KCl,0.128355072,0.871644928,1013.934737,Weyand,liquidus,Liquidus CsCl KCl Weyand (VP).exp
CsCl,KCl,0,1,1041.200196,Weyand,liquidus,Liquidus CsCl KCl Weyand (VP).exp
CsCl,KCl,1,0,919,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.9683,0.0317,915.5,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.9683,0.0317,913,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.94,0.06,912.5,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.94,0.06,908,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.8854,0.1146,906,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.8854,0.1146,896,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.8192,0.1808,898,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.8192,0.1808,891,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.7489,0.2511,893,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.7489,0.2511,891,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.6604,0.3396,889,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.5173,0.4827,898,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.5173,0.4827,891,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.4007,0.5993,928,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.4007,0.5993,910,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.2969,0.7031,963,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.2969,0.7031,939,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.1603,0.8397,1002,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.1603,0.8397,985,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.0687,0.9313,1042.5,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.0687,0.9313,1025,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.0341,0.9659,1053,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0.0341,0.9659,1043,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
CsCl,KCl,0,1,1063,Zhemchuznyi and Rambach (NEED YEAR AND DOI),liquidus,Liquidus CsCl KCl Zhemchuznyi Rambach.exp
KF,UF4,1,0,1131.151,Desyatnik 2979 (1979?) (NEED YEAR AND DOI) (1979?) (NEED YEAR AND DOI),liquidus,Liquidus KF UF4 Desyatnik.exp
KF,UF4,0.896,0.104,1069.289,Desyatnik 2979 (1979?) (NEED YEAR AND DOI),liquidus,Liquidus KF UF4 Desyatnik.exp
KF,UF4,0.794,0.206,1174.557,Desyatnik 2979 (1979?) (NEED YEAR AND DOI),liquidus,Liquidus KF UF4 Desyatnik.exp
KF,UF4,0.752,0.248,1221.133,Desyatnik 2979 (1979?) (NEED YEAR AND DOI),liquidus,Liquidus KF UF4 Desyatnik.exp
KF,UF4,0.694,0.306,1179.531,Desyatnik 2979 (1979?) (NEED YEAR AND DOI),liquidus,Liquidus KF UF4 Desyatnik.exp
KF,UF4,0.51,0.49,1065.931,Desyatnik 2979 (1979?) (NEED YEAR AND DOI),liquidus,Liquidus KF UF4 Desyatnik.exp
KF,UF4,0.493,0.507,1055.767,Desyatnik 2979 (1979?) (NEED YEAR AND DOI),liquidus,Liquidus KF UF4 Desyatnik.exp
KF,UF4,0.295,0.705,1117.121,Desyatnik 2979 (1979?) (NEED YEAR AND DOI),liquidus,Liquidus KF UF4 Desyatnik.exp
KF,UF4,0.191,0.809,1193.263,Desyatnik 2979 (1979?) (NEED YEAR AND DOI),liquidus,Liquidus KF UF4 Desyatnik.exp
KF,UF4,0.093,0.907,1269.364,Desyatnik 2979 (1979?) (NEED YEAR AND DOI),liquidus,Liquidus KF UF4 Desyatnik.exp
KF,UF4,0,1,1330.893,Desyatnik 2979 (1979?) (NEED YEAR AND DOI),liquidus,Liquidus KF UF4 Desyatnik.exp
KF,UF4,0.999,0.001,1123.123,ORNL-0858 (AUTHOR?),liquidus,Liquidus KF UF4 ORNL-0858.exp
KF,UF4,0.917,0.083,1062.796,ORNL-0858 (AUTHOR?),liquidus,Liquidus KF UF4 ORNL-0858.exp
KF,UF4,0.881,0.119,1011.402,ORNL-0858 (AUTHOR?),liquidus,Liquidus KF UF4 ORNL-0858.exp
KF,UF4,0.868,0.132,997.562,ORNL-0858 (AUTHOR?),liquidus,Liquidus KF UF4 ORNL-0858.exp
KF,UF4,0.839,0.161,1031.113,ORNL-0858 (AUTHOR?),liquidus,Liquidus KF UF4 ORNL-0858.exp
KF,UF4,0.799,0.201,1171.321,ORNL-0858 (AUTHOR?),liquidus,Liquidus KF UF4 ORNL-0858.exp
KF,UF4,0.772,0.228,1201.912,ORNL-0858 (AUTHOR?),liquidus,Liquidus KF UF4 ORNL-0858.exp
KF,UF4,0.751,0.249,1226.582,ORNL-0858 (AUTHOR?),liquidus,Liquidus KF UF4 ORNL-0858.exp
KF,UF4,0.725,0.275,1222.113,ORNL-0858 (AUTHOR?),liquidus,Liquidus KF UF4 ORNL-0858.exp
KF,UF4,0.701,0.299,1158.384,ORNL-0858 (AUTHOR?),liquidus,Liquidus KF UF4 ORNL-0858.exp
KF,UF4,0.95,0.05,1103,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,0.9,0.1,1066,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,0.85,0.15,1018,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,0.8,0.2,1170,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,0.75,0.25,1218,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,0.7,0.3,1188,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,0.615,0.385,1039,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,0.6,0.4,1050,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,0.57,0.43,1062,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,0.538,0.462,1056,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,0.5,0.5,1047,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,0.455,0.545,1049,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,0.397,0.603,1033,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,0.333,0.667,1032,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,0.333,0.667,1076,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,0.298,0.702,1122,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,0.259,0.741,1150,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,0.2,0.8,1175,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,0.2,0.8,1193,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,0.15,0.85,1235,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,0.1,0.9,1265,Schacherl (2021),liquidus,Liquidus KF UF4 Schacherl (2021).exp
KF,UF4,1,0,1134.628,Schorne-Pinto (2024),liquidus,Liquidus KF UF4 Schorne-Pinto.exp
KF,UF4,0.950013715,0.049986285,1114.398,Schorne-Pinto (2024),liquidus,Liquidus KF UF4 Schorne-Pinto.exp
KF,UF4,0.892646293,0.107353707,1053.844,Schorne-Pinto (2024),liquidus,Liquidus KF UF4 Schorne-Pinto.exp
KF,UF4,0.819800963,0.180199037,1003.344,Schorne-Pinto (2024),liquidus,Liquidus KF UF4 Schorne-Pinto.exp
KF,UF4,0.803151479,0.196848521,1110.788,Schorne-Pinto (2024),liquidus,Liquidus KF UF4 Schorne-Pinto.exp
KF,UF4,0.781080983,0.218919017,1172.884,Schorne-Pinto (2024),liquidus,Liquidus KF UF4 Schorne-Pinto.exp
KF,UF4,0.75,0.25,1223.49,Schorne-Pinto (2024),liquidus,Liquidus KF UF4 Schorne-Pinto.exp
KF,UF4,0.75,0.25,1230,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.6,0.4,1035,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.538,0.462,1062,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.5,0.5,1056,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.4,0.6,1036,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.333,0.667,1041,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.3,0.7,1123,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.3,0.7,1041,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.3,0.7,1041,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.3,0.7,1121,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.9,0.1,1083,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.82,0.18,1123,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.8,0.2,1183,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.75,0.25,1233,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.73,0.27,1223,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.7,0.3,1193,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.68,0.32,1128,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.667,0.333,1113,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.6,0.4,1033,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.538,0.462,1058,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.5,0.5,1043,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.4,0.6,1038,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.35,0.65,1053,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.34,0.66,1058,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.333,0.667,1058,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.32,0.68,1091,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.3,0.7,1123,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.25,0.75,1168,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.2,0.8,1213,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.135,0.865,1253,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.1,0.9,1253,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.08,0.92,1265,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.06,0.94,1289,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
KF,UF4,0.04,0.96,1283,Thoma (1958),liquidus,Liquidus KF UF4 Thoma.exp
NaF,UF4,0.7,0.3,923.15,Barton (1958),liquidus,Liquidus NaF UF4 Barton.exp
NaF,UF4,0.7,0.3,913.15,Barton (1958),liquidus,Liquidus NaF UF4 Barton.exp
NaF,UF4,0.68,0.32,931.15,Barton (1958),liquidus,Liquidus NaF UF4 Barton.exp
NaF,UF4,0.65,0.35,950.15,Barton (1958),liquidus,Liquidus NaF UF4 Barton.exp
NaF,UF4,0.65,0.35,946.15,Barton (1958),liquidus,Liquidus NaF UF4 Barton.exp
NaF,UF4,0.63,0.37,955.15,Barton (1958),liquidus,Liquidus NaF UF4 Barton.exp
NaF,UF4,0.625,0.375,956.15,Barton (1958),liquidus,Liquidus NaF UF4 Barton.exp
NaF,UF4,0.615,0.385,966.15,Barton (1958),liquidus,Liquidus NaF UF4 Barton.exp
NaF,UF4,0.6,0.4,981.15,Barton (1958),liquidus,Liquidus NaF UF4 Barton.exp
NaF,UF4,0.538,0.462,991.15,Barton (1958),liquidus,Liquidus NaF UF4 Barton.exp
NaF,UF4,0.667,0.333,936.15,Barton (1958),liquidus,Liquidus NaF UF4 Barton.exp
NaF,UF4,0.667,0.333,931.15,Barton (1958),liquidus,Liquidus NaF UF4 Barton.exp
NaF,UF4,0.999,0.001,1266.801,Blakely (1951),liquidus,Liquidus NaF UF4 Blakely.exp
NaF,UF4,0.948,0.052,1256.442,Blakely (1951),liquidus,Liquidus NaF UF4 Blakely.exp
NaF,UF4,0.899,0.101,1208.448,Blakely (1951),liquidus,Liquidus NaF UF4 Blakely.exp
NaF,UF4,0.848,0.152,1105.264,Blakely (1951),liquidus,Liquidus NaF UF4 Blakely.exp
NaF,UF4,0.799,0.201,972.556,Blakely (1951),liquidus,Liquidus NaF UF4 Blakely.exp
NaF,UF4,0.77,0.23,915.236,Blakely (1951),liquidus,Liquidus NaF UF4 Blakely.exp
NaF,UF4,0.699,0.301,893.026,Blakely (1951),liquidus,Liquidus NaF UF4 Blakely.exp
NaF,UF4,0.571,0.429,966.388,Blakely (1951),liquidus,Liquidus NaF UF4 Blakely.exp
NaF,UF4,0.549,0.451,966.036,Blakely (1951),liquidus,Liquidus NaF UF4 Blakely.exp
NaF,UF4,0.5,0.5,975.049,Blakely (1951),liquidus,Liquidus NaF UF4 Blakely.exp
NaF,UF4,0.39,0.61,1009.12,Blakely (1951),liquidus,Liquidus NaF UF4 Blakely.exp
NaF,UF4,0.326,0.674,1089.174,Blakely (1951),liquidus,Liquidus NaF UF4 Blakely.exp
NaF,UF4,0.201,0.799,1195.64,Blakely (1951),liquidus,Liquidus NaF UF4 Blakely.exp
NaF,UF4,0.101,0.899,1204.657,Blakely (1951),liquidus,Liquidus NaF UF4 Blakely.exp
NaF,UF4,0.001,0.999,1306.726,Blakely (1951),liquidus,Liquidus NaF UF4 Blakely.exp
NaF,UF4,1,0,1268.15,Cantor and Carlton (1962),liquidus,Liquidus NaF UF4 Cantor Carlton.exp
NaF,UF4,0.98,0.02,1258.75,Cantor and Carlton (1962),liquidus,Liquidus NaF UF4 Cantor Carlton.exp
NaF,UF4,0.95,0.05,1239.85,Cantor and Carlton (1962),liquidus,Liquidus NaF UF4 Cantor Carlton.exp
NaF,UF4,0.9,0.1,1188.75,Cantor and Carlton (1962),liquidus,Liquidus NaF UF4 Cantor Carlton.exp
NaF,UF4,0.875,0.125,1151.35,Cantor and Carlton (1962),liquidus,Liquidus NaF UF4 Cantor Carlton.exp
NaF,UF4,0.85,0.15,1106.65,Cantor and Carlton (1962),liquidus,Liquidus NaF UF4 Cantor Carlton.exp
NaF,UF4,1,0,1268.15,Kraus (1943),liquidus,Liquidus NaF UF4 Kraus.exp
NaF,UF4,0.9,0.1,1267.15,Kraus (1943),liquidus,Liquidus NaF UF4 Kraus.exp
NaF,UF4,0.9,0.1,1180.15,Kraus (1943),liquidus,Liquidus NaF UF4 Kraus.exp
NaF,UF4,0.82,0.18,1038.15,Kraus (1943),liquidus,Liquidus NaF UF4 Kraus.exp
NaF,UF4,0.78,0.22,926.15,Kraus (1943),liquidus,Liquidus NaF UF4 Kraus.exp
NaF,UF4,0.75,0.25,890.15,Kraus (1943),liquidus,Liquidus NaF UF4 Kraus.exp
NaF,UF4,0.6,0.4,966.15,Kraus (1943),liquidus,Liquidus NaF UF4 Kraus.exp
NaF,UF4,0.6,0.4,966.15,Kraus (1943),liquidus,Liquidus NaF UF4 Kraus.exp
NaF,UF4,0.6,0.4,961.15,Kraus (1943),liquidus,Liquidus NaF UF4 Kraus.exp
NaF,UF4,0.55,0.45,976.15,Kraus (1943),liquidus,Liquidus NaF UF4 Kraus.exp
NaF,UF4,0.5,0.5,987.15,Kraus (1943),liquidus,Liquidus NaF UF4 Kraus.exp
NaF,UF4,0.45,0.55,958.15,Kraus (1943),liquidus,Liquidus NaF UF4 Kraus.exp
NaF,UF4,0.25,0.75,1104.15,Kraus (1943),liquidus,Liquidus NaF UF4 Kraus.exp
NaF,UF4,0.25,0.75,1099.15,Kraus (1943),liquidus,Liquidus NaF UF4 Kraus.exp
NaF,UF4,0.121,0.879,1178.15,Kraus (1943),liquidus,Liquidus NaF UF4 Kraus.exp
NaF,UF4,0.1,0.9,1128.15,Kraus (1943),liquidus,Liquidus NaF UF4 Kraus.exp
NaF,UF4,0.1,0.9,1143.15,Kraus (1943),liquidus,Liquidus NaF UF4 Kraus.exp
NaF,UF4,0,1,1178.15,Kraus (1943),liquidus,Liquidus NaF UF4 Kraus.exp
NaF,UF4,0,1,1238.15,Kraus (1943),liquidus,Liquidus NaF UF4 Kraus.exp
NaF,UF4,0.9,0.1,1201,Schacherl (2021),liquidus,Liquidus NaF UF4 Schacherl.exp
NaF,UF4,0.85,0.15,1120,Schacherl (2021),liquidus,Liquidus NaF UF4 Schacherl.exp
NaF,UF4,0.825,0.175,1064,Schacherl (2021),liquidus,Liquidus NaF UF4 Schacherl.exp
NaF,UF4,0.799,0.201,974,Schacherl (2021),liquidus,Liquidus NaF UF4 Schacherl.exp
NaF,UF4,0.701,0.299,921,Schacherl (2021),liquidus,Liquidus NaF UF4 Schacherl.exp
NaF,UF4,0.6,0.4,977,Schacherl (2021),liquidus,Liquidus NaF UF4 Schacherl.exp
NaF,UF4,0.57,0.43,992,Schacherl (2021),liquidus,Liquidus NaF UF4 Schacherl.exp
NaF,UF4,0.534,0.466,988,Schacherl (2021),liquidus,Liquidus NaF UF4 Schacherl.exp
NaF,UF4,0.501,0.499,997,Schacherl (2021),liquidus,Liquidus NaF UF4 Schacherl.exp
NaF,UF4,0.399,0.601,1007,Schacherl (2021),liquidus,Liquidus NaF UF4 Schacherl.exp
NaF,UF4,0.367,0.633,1087,Schacherl (2021),liquidus,Liquidus NaF UF4 Schacherl.exp
NaF,UF4,0.333,0.667,1134,Schacherl (2021),liquidus,Liquidus NaF UF4 Schacherl.exp
NaF,UF4,0.3,0.7,1160,Schacherl (2021),liquidus,Liquidus NaF UF4 Schacherl.exp
NaF,UF4,0.198,0.802,1231,Schacherl (2021),liquidus,Liquidus NaF UF4 Schacherl.exp
NaF,UF4,0.099,0.901,1273,Schacherl (2021),liquidus,Liquidus NaF UF4 Schacherl.exp
